Producto,Descripción,U. de S.,Precio público,precio de lista 4
NORVET-087,CLINDA PETS L 125MG 30 TAB,pz,574.0,401.8
NORVET-088,CLINDA PETS S 25MG 30 TAB,pz,200.0,140.0
NORVET-091,CARTIPETS PLUS 10 30 TABLETAS C0004,pz,769.0,538.3
NORVET-096,RAMIPRIL M 30 TAB 5-10KG CA0006,pz,596.0,417.2
NORVET-097,COMPLET MAX S 30 TAB  D0091,pz,536.0,375.2
NORVET-099,SULFATRIM PETS 80MG SUO. ORAL 60ML,pz,274.0,191.8
NORVET-107,RAMIPRIL S 30 TAB 2.5-5KG CA0005,pz,348.0,243.6
NORVET-112,"TYRO PETS ""S"" 0.2mg  30 TAB",pz,145.0,101.5
NORVET-116,COMPLET PLUS L CAJA C/20 TAB,pz,903.0,632.1
NORVET-119,"TYROPETS ""M"" .4 MG",pz,166.0,116.2
NORVET-122,TRAMA PETS PLUS L 10 TAB,pz,415.0,
NORVET-124,RAMIPRIL PLUS S 5KG 5MG/10MG C/30 TAB,pz,498.0,348.6
NORVET-125,RAMIPRIL PLUS M 10K 1MG/20MG  C30 TAB,pz,696.0,487.2
NORVET-127,COMPLET PLUS M CAJA C/30 TAB,pz,696.0,487.2
NORVET-129,COMPLET PLUS S CJA C/30 TABLETAS D0011,PIEZA,498.0,348.6
NORVET-131,MELOXI JET 2 MG,pz,447.0,312.9
NORVET-134,DOXI PETS L 250mg 30 TAB,pz,531.0,371.7
NORVET-135,CLINDA PETS XL 200mg 30 TAB,pz,868.0,607.6
NORVET-136,CLINDA PETS M 50mg 30 TABLETAS,pz,324.0,226.8
NORVET-139,GIARDICOX M 250 MG 20 TAB,pz,442.0,309.4
NORVET-140,ITRACONAPETS  S 25MG 20 TAB,pz,264.0,184.8
NORVET-141,ITRACONAPETS M 50MG 20 CAP F0008,pz,398.0,278.6
NORVET-145,CEFA-PET'S  M 30 TAB 150mg A0065,pz,378.0,264.6
NORVET-146,CEFA-PET'S  XL 20 TAB 500mg,pz,546.0,382.2
NORVET-147,CEFA-PET'S L 30 TAB 300mg,pz,555.0,388.5
NORVET-149,RAMIPRIL PLUS L 20K.  2MG/40MG  C/30 TAB,pz,844.0,590.8
NORVET-151,DERMA CREM 40GR,pz,142.0,99.4
NORVET-154,CARTIPETS PLUS 25  30TABLETAS C0003,pz,1342.0,939.4
NORVET-157,CARTIPETS 10 30 TAB,pz,589.0,412.3
NORVET-160,GABAPENTIN 50MG 30 TABLETAS,pz,208.0,145.6
NORVET-161,AMOXIPETS 125MG 30 TAB M,pz,242.0,
NORVET-162,FLOXI-PETS 150MG 30 TAB G 30kg,pz,744.0,520.8
NORVET-163,GIARDICOX SUSP. 50ML D0003,pz,359.0,251.3
NORVET-164,COXI PETS 5% 30 ML,pz,301.0,210.7
NORVET-169,ITRACONAPETS 125MG 20 CAPS,pz,578.0,404.6
NORVET-171,CLINDA JET 100MG 25 ML,pz,457.0,319.9
NORVET-172,GABAPENTIN M 100MG,pz,314.0,219.8
NORVET-178,COMPLET PLUS SUSP. ORAL 30ML D0008,pz,191.0,133.7
NORVET-179,GABAPENTIN XL 400MG 30 TAB,pz,732.0,512.4
NORVET-181,FLOXI-PETS 50MG 30 TAB M 10kg  A0068,pz,298.0,208.6
NORVET-189,COMPLET PLUS GATOS 30ML,pz,134.0,93.8
NORVET-190,CARTIPETS 25 30 TABLETAS C0002,pz,1036.0,725.2
NORVET-191,DOXI PETS XL 500MG 30TABLETAS,pz,822.0,575.4
NORVET-194,MELOXIPETS S 1MG 30 TABLETAS AN0011,pz,464.0,324.8
NORVET-197,MELOXIPETS XL 5MG 30 TABLETAS,pz,927.0,648.9
NORVET-198,CEFTRIA PETS 50MG 10ML,pz,149.0,104.3
NORVET-200,AMO-PETS SUSP ORAL 15GR / 28ML,pz,140.0,98.0
NORVET-201,SULFATRIM PETS 40MG SUSP.ORAL 60ML A0083,pz,173.0,121.1
NORVET-202,GIARDICOX S 20 TAB,pz,206.0,144.2
NORVET-205,COMPLET PLUS S SUSP ORAL 120 ML (D0009),pz,629.0,440.3
NORVET-206,MELOXIPETS L 4 MG 30 TABLETAS,pz,830.0,
NORVET-207,CARTIPETS C 25 30 TABLETAS C0013 c/capro,pz,1492.0,1044.4
NORVET-208,CARTIPETS C 10 30 TAB C0012 c/caprofeno,pz,941.0,658.7
NORVET-226,COMPLET MAX SUSP ORAL 120ML,pz,968.0,677.6
ORDO?EZ-001,UNGUENTO LA TIA 250 GR,pz,400.0,377.0
ORDO?EZ-002,UNGUENTO LA TIA 125 GR.,pz,240.0,206.0
ORDO?EZ-003,UNGUENTO LA TIA 60 GR.,pz,145.0,124.0
PANAVET-008,CALCIPROTEIN VITAMINADO 500 ML,pz,0.0,0.0
PARFARM-001,HISTAFIN 100 ML,pz,280.0,146.0
PARFARM-003,VITAFORT A 100 GRS,PIEZA,76.5,44.0
PARFARM-004,ARSIL 100 ML,pz,308.0,160.0
PARFARM-008,ARSIL 50 ML,pz,199.0,103.0
PARFARM-010,VITAFORT A 10 GRS,PIEZA,13.0,7.5
PARFARM-011,ERICLOR AVICOLA 100 GRS,pz,426.0,222.0
PARFARM-012,ERICLOR AVICOLA 10 GRS,PIEZA,46.22,27.0
PARFARM-015,VITAFORT PELECHA 10 GR,pz,9.4,5.5
PARFARM-016,FORESTRO INY. 10ML,pz,119.0,62.0
PARFARM-017,VITAFORT A 500 GR,pz,210.8,117.0
PARFARM-018,VITAFORT POSTURA 500GR,pz,158.33,88.0
PARFARM-023,VITAFORT POSTURA 10GR,pz,9.35,5.2
PETGEL-001,LACTOPET (PTG) CAJA CON 20 TABLETAS,pz,172.41,
PETSPHARMA-,FRESH CARE BEBE 125ML PET443,pz,202.58,141.81
PETSPHARMA-,FRESH CARE CAROLINA H 125 ML.  PET004,pz,202.58,141.81
PETSPHARMA-,FRESH CARE ANIMALE 125 ML PET005,pz,202.58,141.81
PETSPHARMA-,FRESH CARE DRAKKAR 125ML,pz,202.58,141.81
PETSPHARMA-,FRESH CARE ETERNITY 125 ML PET007,pz,202.58,141.81
PETSPHARMA-,FRESH CARE CK ONE 120ML PET008,pz,202.58,141.81
PETSPHARMA-,FRESH CARE PACO RABANE 125ML PET032,pz,202.58,141.81
PETSPHARMA-,VITHA TABS 30 TAB PET019,pz,260.0,182.0
PETSPHARMA-,OMEGA TABS C/30  PET405,pz,420.0,294.0
PETSPHARMA-,PHARMOTIL INY 50ML PET037,pz,295.0,206.5
PETSPHARMA-,RANIPETS INY 50ML PET038,pz,276.0,193.2
PETSPHARMA-,RANIPETS TABS C/30TAB  PET114,pz,226.0,158.2
PETSPHARMA-,RANIPETS ORAL 15ML PET406,pz,88.0,61.6
PETSPHARMA-,KAOFIN 100 ML PET237,pz,188.0,131.6
PETSPHARMA-,OTIKO 18ML PET028,pz,191.0,133.7
PETSPHARMA-,CLOREXIVET OTICO 30ML PET086,pz,115.0,80.5
PETSPHARMA-,DICLOVET OFTALMICO 10ML PET084,pz,146.0,102.2
PETSPHARMA-,AMOXIPET JR 15 ML  PET139,pz,120.0,84.0
PETSPHARMA-,AMOXIPET  250 60ML PET140,pz,189.0,132.3
PETSPHARMA-,AMOXIPET PLUS SUSPENSION 15ML PET249,pz,219.0,
PETSPHARMA-,MICROFLOX 2.5% SOLUGEL 60ML  PET427,pz,217.0,151.9
PETSPHARMA-,SULFAVET 60ML PET067,pz,144.0,100.8
PETSPHARMA-,IVERKAN 2.5 SB 10X2 TAB PET473,pz,418.0,292.6
PETSPHARMA-,IVERKAN-10 EXHIBIDOR 15X2 TAB PET259,pz,1100.0,770.0
PETSPHARMA-,CLOREXIVET PLUS SHAMPOO 350ML PET508,pz,385.0,269.5
PETSPHARMA-,DERMATRYL MEDICADO SHAMPOO 350ML PET505,pz,314.0,219.8
PETSPHARMA-,NEUTRADERM SHAMPOO 350ML PET504,pz,234.0,163.8
PETSPHARMA-,GENTANAZOL SPRAY 60ML PET235,pz,208.0,145.6
PETSPHARMA-,EFA DERM LIQUID 125ML PET464,pz,352.0,246.4
PETSPHARMA-,XILAPET 2% 25ML,pz,690.0,483.0
PETSPHARMA-,AMOXIPET PLUS SUSP 60 ML  PET233,pz,399.0,279.3
PETSPHARMA-,GIARDI PETS AMARILLO 25MG C/20 PET535,pz,230.0,161.0
PETSPHARMA-,GIARDI PETS VERDE 250MG C/20 TAB PET534,pz,445.0,311.5
PETSPHARMA-,BENZODERM SHAMPOO 350ML PET503,pz,345.0,241.5
PETSPHARMA-,SEDALPHARMA 100ML PET018,pz,710.0,497.0
PETSPHARMA-,DERMACALM SHAMPOO 350ML PET507,pz,358.0,250.6
PETSPHARMA-,APETIKAN SOL. ORAL 30ML PET115,pz,215.0,150.5
PETSPHARMA-,APETIKAN  C/20 TABLETAS PET132,pz,295.0,206.5
PETSPHARMA-,DOXIPETS 100 C/20 TAB PET094,pz,263.0,184.1
PETSPHARMA-,DOXIPETS 400 C/20 TAB PET096,pz,400.0,
PETSPHARMA-,IVERKAN SUSPENSION 20ML PET242,pz,135.0,94.5
PETSPHARMA-,IVERKAN SUSPENSION 60ML PET243,pz,328.0,229.6
PETSPHARMA-,ARTRO TABS 30 TAB  PET274,PIEZA,608.0,425.6
PETSPHARMA-,IVERKAN-30 TABLETAS CJ C/15X2    PET260,PIEZA,2700.0,1890.0
PETSPHARMA-,CLOREXIVET SOL. 100ML  PET040,pz,177.0,123.9
PETSPHARMA-,DERMATRYL JABON 100 GR PET521,pz,135.0,94.5
PETSPHARMA-,KANNES JABON INSECTICIDA 100 GR PET523,pz,99.0,69.3
PETSPHARMA-,EFA DERM LIQ. 237ML PET465,pz,580.0,406.0
PETSPHARMA-,DOXIPETS 100 C/100 TAB PET095,pz,1067.0,746.9
PETSPHARMA-,MICROFLOX 100 MG C/20 TAB PET429,pz,387.0,270.9
PETSPHARMA-,DOXIPETS 400 C/50 TAB PET097,pz,909.0,636.3
PETSPHARMA-,CEPHATABS 300 C/30 TAB PET159,pz,630.0,441.0
PETSPHARMA-,CEPHATABS 150 C/30 TAB PET158,pz,428.0,299.6
PETSPHARMA-,AMOXIPET TABS C/30 TABLETAS PET173,pz,388.0,271.6
PETSPHARMA-,AMOXIPET PLUS 250MG C/30 TABLETAS PET174,pz,497.0,347.9
PETSPHARMA-,SULFAVET TABS C/30 TABLETAS PET172,pz,214.0,149.8
PETSPHARMA-,AMOXIPET PLUS 500MG C/14 TABLETA PET432,pz,362.0,253.4
PETSPHARMA-,MICROFLOX 50MG C/20 TABLETAS PET428,PIEZA,221.0,154.7
PETSPHARMA-,CEPHAPET 600  60ML PET056,pz,432.0,302.4
PETSPHARMA-,AMOXIN 250 30ML PET279,pz,262.0,
PETSPHARMA-,AMOXIN 100 30ML PET278,pz,183.0,128.1
PETSPHARMA-,VITHA TABS SENIOR PET442,pz,398.0,278.6
PETSPHARMA-,VITHA TABS SB 30 TAB PET435,pz,285.0,199.5
PETSPHARMA-,PHARMOTIL ORAL 15ML  PET137,pz,90.0,63.0
PETSPHARMA-,BENZODERM JABON 100GR PET516,pz,162.0,113.4
PETSPHARMA-,DERMAFLAM JABON 100GRN PET518,pz,155.0,108.5
PETSPHARMA-,MICODERM JABON 100 GR  PET514,pz,160.0,112.0
PETSPHARMA-,CLOREXIVET PLUS JABON 100GR PET517,pz,165.0,115.5
PETSPHARMA-,NEUTRADERM JABON 100GR PET515,pz,126.0,88.2
PETSPHARMA-,GENTACYN OFTALMICO 10ML PET085,pz,138.0,96.6
PETSPHARMA-,KONAVET 30 TAB. PET234,pz,325.0,227.5
PETSPHARMA-,KANNES SHAMPOO INSECTICIDA  400ML PET522,pz,222.0,155.4
PETSPHARMA-,KAOFIN 60ML  PET236,pz,125.0,87.5
PETSPHARMA-,MICODERM SHAMPOO 350ML PET509,pz,382.0,267.4
PETSPHARMA-,DERMAFLAM SHAMPOO 350ML PET510,pz,339.0,237.3
PETSPHARMA-,DERMATRYL SHAMPOO 350ML PET520,pz,288.0,201.6
PETSPHARMA-,DERMATRYL SPA SHAMPOO 350ML PET506,pz,240.0,168.0
PETSPHARMA-,MICROFLOX 150 MG C/10TAB PET430,pz,269.0,188.3
PETSPHARMA-,MELOXIVET SUSPENSION 10ML PET239,pz,317.0,221.9
PETSPHARMA-,MELOXIVET SUSP 32ML,pz,495.0,
PETSPHARMA-,MELOXIVET PET 20ML  PET241,pz,556.0,389.2
PETSPHARMA-,DERMATRYL JABON MEDICADO 100GR PET513,pz,144.0,100.8
PETSPHARMA-,DERMATRYL SPA JABON 100GR EPT512,pz,123.0,86.1
PETSPHARMA-,DERMACALM JABON 100GR PET511,pz,158.0,110.6
PETSPHARMA-,MELOXIVET 1 MG C/30 TAB  PET175,pz,429.0,300.3
PETSPHARMA-,CALCIPETS TABS C/30 PET020,pz,265.0,185.5
PETSPHARMA-,CEPHAPETS 250 60ML PET055,pz,269.0,188.3
PETSPHARMA-,MELOXIVET 2.5MG c/30 TABLETAS PET176,pz,566.0,396.2
PETSPHARMA-,MELOXIVET 4MG C/30 TAB PET177,pz,708.0,495.6
PETSPHARMA-,IVERPLUS 1% 10ML PET025,pz,0.0,0.0
PETSPHARMA-,CLOREXIVET CLEAN 100ML PET550,pz,194.0,135.8
PETSPHARMA-,DERMACALM SPRAY 130ML PET519,pz,329.0,230.3
PETSPHARMA-,LACTY-PET DOG 450GR  PET563,pz,303.45,257.93
PETSPHARMA-,LACTY-PET CAT 360 GR. PET564,pz,379.31,322.41
PETSPHARMA-,NEOSIN T 25G PET594,pz,164.0,114.8
PETSPHARMA-,NUTRICOVERY DOG 180ML,pz,430.17,301.12
PETSPHARMA-,NUTRICOVERY CAT 180ML,pz,430.17,301.12
PETSPHARMA-,KANNES REPELENTE  237 ML PET622,pz,202.58,141.81
PETSPHARMA-,KANNES ENTRENADOR 237 ML PET637,pz,193.96,135.77
PETSPHARMA-,BIOTROL CLINIC BZ 4L,pz,592.0,
PETSPHARMA-,CICATRYVET SPRAY 100ML,pz,277.0,193.9
PETSPHARMA-,GIARDI PETS PLUS SUSP. PERRO 60ML,pz,290.0,203.0
PETSPHARMA-,GIARDI PETS PLUS SUSP. GATO 60ML,pz,285.0,199.5
PETSPHARMA-,CICLOMUN TX 50ML,pz,0.0,0.0
PETSPHARMA-,DEXAFLAM 100ML,pz,0.0,0.0
PISA-002,NF 180 NF TABLETA  4002890,PIEZA,5.92,3.17
PISA-003,KRUNAMINA V. ROJA .5MG 10 ML 4046054,pz,3057.0,2142.0
PISA-004,TOPAZONE AEROSOL   400 ML,pz,390.0,210.45
PISA-005,MELOCAXYL TABLETAS 1MG CJ. C/30  4046067,pz,385.0,269.0
PISA-007,FUREAL BOLOS,PIEZA,38.28,23.16
PISA-009,PRANTEL PLUS TOY C/24 TAB 4041198,pz,250.0,175.0
PISA-010,NAPZIN 10 ML   4001326,pz,149.0,107.0
PISA-011,FURACINE POMADA 453 GR 4001227  PQ,pz,835.0,585.0
PISA-012,MELOCAXYL IV 20 INY. 50ML 4050193,pz,565.0,379.0
PISA-013,PIROFLOX 10% 250 ML    4001256,pz,584.0,324.3
PISA-015,NAPZIN SOL. INY. 100 ML 4001320,pz,529.0,373.0
PISA-017,FURACINE POMADA 85 GR.  4001226 . PQ,pz,298.0,208.0
PISA-018,TRES SULFAS  500 ML SOLUCION INY 4001292,pz,551.0,340.4
PISA-019,COMPLENAY B12 ELIXIR 100 ML  4001203,PIEZA,284.88,200.36
PISA-023,STOP ON 250 ML 4001214,PIEZA,233.83,
PISA-025,,,,
PISA-027,,,,
PISA-028,,,,
PISA-029,,,,
PISA-033,,,,
PISA-034,,,,
PISA-036,,,,
PISA-037,,,,
PISA-040,,,,
PISA-045,,,,
PISA-046,,,,
PISA-047,,,,
PISA-048,,,,
PISA-054,,,,
PISA-055,,,,
PISA-056,,,,
PISA-057,,,,
PISA-058,,,,
PISA-060,,,,
PISA-061,,,,
PISA-062,,,,
PISA-064,,,,
PISA-065,,,,
PISA-068,,,,
PISA-069,,,,
PISA-073,,,,
PISA-081,,,,
PISA-082,,,,
PISA-088,,,,
PISA-090,,,,
PISA-098,,,,
PISA-099,,,,
PISA-100,,,,
PISA-102,,,,
PISA-103,,,,
PISA-106,,,,
PISA-107,,,,
PISA-110,,,,
PISA-112,,,,
PISA-113,,,,
PISA-115,,,,
PISA-120,,,,
PISA-134,,,,
PISA-142,,,,
PISA-146,,,,
PISA-147,,,,
PISA-151,,,,
PISA-153,,,,
PISA-157,,,,
PISA-163,,,,
PISA-166,,,,
PISA-168,,,,
PISA-169,,,,
PISA-170,,,,
PISA-171,,,,
PISA-172,,,,
PISA-173,,,,
PISA-174,,,,
PISA-178,,,,
PISA-182,,,,
PISA-184,,,,
PISA-185,,,,
PISA-186,,,,
PISA-187,,,,
PISA-191,,,,
PISA-194,,,,
PISA-195,,,,
PISA-202,,,,
PISA-206,,,,
PISA-207,,,,
PISA-221,,,,
PISA-223,,,,
PISA-23,,,,
PISA-234,,,,
PISA-240,,,,
PISA-241,,,,
PISA-244,,,,
PISA-248,,,,
PISA-249,,,,
PISA-250,,,,
PISA-252,,,,
PISA-255,,,,
PISA-256,,,,
PISA-258,,,,
PISA-260,,,,
PISA-262,,,,
PISA-263,,,,
PISA-264,,,,
PISA-265,,,,
PISA-266,,,,
PISA-268,,,,
PISA-269,,,,
REVEMEX-021,,,,
REVEMEX-031,,,,
REVETMEX-,,,,
REVETMEX-,,,,
REVETMEX-,,,,
REVETMEX-,,,,
REVETMEX-,,,,
REVETMEX-,,,,
REVETMEX-,POLIVIT B-12+ADE FCO. 100 ML,pz,494.0,231.91
REVETMEX-,POLIVIT B-12+ADE FCO. 250 ML.,pz,914.0,429.07
REVETMEX-,SULFATRIM 100 ML,pz,633.0,314.64
REVETMEX-,ENDOVET GALLOS 1 CARTERA CON 4 TABL,pz,37.16,19.63
REVETMEX-,SUPER POLIVIT GALLOS 5500 50ML,pz,658.0,347.51
REVETMEX-,ENDOVET CREMA 50 GRS,pz,270.0,126.75
REVETMEX-,DOLOVET OFTALMICO GOTERO 10ML,PIEZA,178.1,83.61
REVETMEX-,ENDOVET CES INYECTABLE 100 ML,pz,867.0,366.31
REVETMEX-,POLIVIT B12 + ADE 10 ML,PIEZA,74.4,41.91
REVETMEX-,BRONQUIVET NF 50ML,pz,349.0,196.6
REVETMEX-,ELECTROLITOS 100 GR,PIEZA,101.0,56.9
REVETMEX-,MICOFIN TABLETA CARTERA DE 4TBS.,CART,39.68,23.95
REVETMEX-,MICOFIN 1% 30 ML SPRAY,pz,241.0,113.14
REVETMEX-,RAFOXCUR 100 ML,pz,439.0,264.97
REVETMEX-,SANA SANA GEL 200 GR,pz,227.0,137.01
REVETMEX-,SUPER POLIVIT GALLOS 5500 5ML,pz,195.0,109.85
REVETMEX-,DIURAVET 10 ML,pz,247.0,122.77
REVETMEX-,IMIDOFIN TABLETAS C/20 TAB.,pz,528.0,223.08
REVETMEX-,DOLOVET TABLETAS CARTERA C/4 TABLETAS,CART,43.64,18.44
REVETMEX-,ENDOVET PASTA 14GR,pz,191.0,
REVETMEX-,CALCIOAMINOVIT 500ML,pz,366.0,220.91
REVETMEX-,DOLO-VET TABLETAS CAJA CON 20 TABLETAS,pz,225.0,95.06
REVETMEX-,GALLIFORTE BLISTER C/20 GRAJEAS,BLIST,59.0,49.84
REVETMEX-,OMETRYL 2 CAJA CON 14 TABLETAS,pz,0.0,0.0
REVETMEX-,OMETRYL 5 CAJA CON 14 TABLETAS,pz,0.0,0.0
REVETMEX-,OMETRYL 10 CAJA CON 20 TABLETAS,pz,0.0,0.0
REVETMEX-,OMETRYL 20 CAJA CON 20 TABLETAS,pz,0.0,0.0
REVETMEX-,OMETRYL 40 CAJA CON 20 TABLETAS,pz,0.0,0.0
SANTGAR-078,VEXAINA FORTE 5ML,pz,0.0,0.0
SANTGARD-,TX  DE OJO SECO,pz,721.0,541.0
SANTGARD-,TX  DE ULCERA CORNEAL SIMPLE,pz,516.0,387.0
SANTGARD-,TX  DE ULCERA CORNEAL COMPLICADA,pz,549.0,412.0
SANTGARD-,PROXIFLOX,pz,190.0,142.0
SANTGARD-,HUMECTAN SOL. 5ML,pz,223.0,167.0
SANTGARD-,TOBRACIN,pz,165.0,124.0
SANTGARD-,DICLOFTAN,pz,153.0,115.0
SANTGARD-,OTIKAN 120ML,pz,141.0,106.0
SANTGARD-,NUTRALUB VET (ADVANCE),pz,282.0,212.0
SANTGARD-,OFTAVITAM A,pz,253.0,190.0
SANTGARD-,CORTIPET 5MG,pz,270.0,
SANTGARD-,CORTIPET 10MG,pz,305.0,229.0
SANTGARD-,CORTIPET 20MG,pz,332.0,249.0
SANTGARD-,TRAVOSANT FORTE,pz,626.0,469.0
SANTGARD-,MIDRIAVET,pz,243.0,182.0
SANTGARD-,CLORANFIVET,pz,146.0,109.0
SANTGARD-,DORZOLAVET COMPUESTO (DORMAX),pz,531.0,398.0
SANTGARD-,POLITRIACINA,pz,230.0,172.0
SANTGARD-,TOBRACETIL,pz,245.0,183.0
SANTGARD-,TIRAS DE SCHIMER 20 PZAS,pz,0.0,126.0
SANTGARD-,TIRAS FLUORESCEINA 100 PZAS,pz,0.0,410.0
SANTGARD-,TIRAS FLUORESCEINA 20 PZAS,pz,0.0,108.0
SANTGARD-,HUMECTAN UNGUENTO,pz,147.0,110.0
SANTGARD-,BETAGEN FORTE (VEXAINA FORT),pz,339.0,255.0
SANTGARD-,DORZOLAVET GOTAS (DORPRESS),pz,430.0,323.0
SANTGARD-,TACROSAN SOL,pz,405.0,303.0
SANTGARD-,ZEAX 90 TABLETAS RAZAS PEQUEÑAS,pz,795.0,596.0
SANTGARD-,ZEAX 45 TABLETAS RAZAS PEQUENAS,pz,451.0,338.0
SANTGARD-,ZEAX 90 TABLETAS RAZAS GRANDES,pz,902.0,676.0
SANTGARD-,ZEAX 45 TABLETAS RAZAS GRANDES,pz,513.0,385.0
SANTGARD-,TIRAS ROSA DE BENGALA 20 PZS,pz,0.0,
SANTGARD-,OTIKAN 60ML,pz,77.0,58.0
SANTGARD-,OTIKLIN 120ML,pz,123.0,93.0
SANTGARD-,OTIKLIN 60 ML,pz,77.0,58.0
SANTGARD-,OTIKAN PLUS 120ML,pz,425.0,319.0
SANTGARD-,INOFTAL (INMUNOC SOL.),pz,412.0,309.0
SANTGARD-,DEMECAN OFTENO (DEMECOFT),pz,340.0,255.0
SANTGARD-,INDOVET PRED (INDOPTIC),pz,267.0,200.0
SANTGARD-,MIRAT SOLUCION,pz,146.0,109.0
SANTGARD-,EDETAL GEL,pz,207.0,155.0
SANTGARD-,GATIOFTENO (GATIPLUS ADVANCE),pz,389.0,292.0
SANTGARD-,OFTACICLINA 5GR,pz,164.0,123.0
SANTGARD-,INMUNOC UNGUENTO,pz,413.0,310.0
SANTGARD-,AZITRO OFTENO (ZITOOFTAL),pz,267.0,200.0
SANTGARD-,OPTIDOX,pz,231.0,173.0
SANTGARD-,INODIL 5MG,pz,361.0,270.0
SANTGARD-,INODIL 1 MG,pz,268.0,201.0
SANTGARD-,DEXIVET (DEXIOPTIC),pz,194.0,146.0
SANTGARD-,GENOFTAL,pz,271.0,203.0
SANTGARD-,PARACAINA,pz,194.0,146.0
SANTGARD-,TX  DE INFLAMACION INTRAOCULAR,pz,556.0,
SANTGARD-,TRAVOSANT,pz,522.0,392.0
SANTGARD-,DOXURIDIN,pz,295.0,222.0
SANTGARD-,DOXURIDIN COMPUESTO,pz,316.0,237.0
SANTGARD-,FLURBICOX,pz,231.0,173.0
SANTGARD-,OFTACONAZOL,pz,295.0,222.0
SANTGARD-,TACROSAN UNGUENTO,pz,413.0,310.0
SANTGARD-,LAVA TEARS 120 ML,pz,292.0,219.0
SANTGARD-,HUMECTAN SOLUCION 10 ML,pz,317.0,238.0
SANTGARD-,MEIBUX OMEGA 3,pz,428.0,321.0
SANTGARD-,HUMECTACION DUAL,pz,587.0,440.0
SANTGARD-,NEOMITRAX 5 GR,pz,0.0,0.0
SANTGARD-,OTIKAN PLUS 60ML,pz,0.0,0.0
SENOSAIN-001,REUGOL GEL 250 GRS,pz,0.0,84.0
SENOSIAIN-,ENROXIL ORAL10% 1LTO,pz,415.0,300.0
SENOSIAIN-,ENROXIL INY. 10% 250ML,pz,602.2,260.0
SUNNY-032,TRANSPORTADORA XL P/PERRO,pz,4300.0,0.0
TORNEL-001,SUPER FLUMI STREP 4 MILL,pz,352.0,211.2
TORNEL-002,SUPER VITAMINA B12 5500 30 ML Caballos,pz,935.0,561.0
TORNEL-003,ANTOPLEX 100 ML,pz,604.0,362.4
TORNEL-004,SUPER VITAMINA B12 5500 5 ML Gallos,pz,396.0,
TORNEL-005,EQUIGAN 100 ML,pz,3344.0,2006.4
TORNEL-006,SUPER VITAMINA B12 5500 100 ML Caballos,pz,2114.0,1268.4
TORNEL-008,KORYN TRIPLE 10 GR POLVO ORAL,pz,76.0,45.6
TORNEL-009,PENICILINA OLEOSA 30MIL G PROCAINA 100ML,pz,688.0,412.8
TORNEL-010,EQUIGAN 10 ML,pz,801.0,480.6
TORNEL-011,COMPLEJO B SUPER 100 ML,pz,507.0,304.2
TORNEL-012,OJOSAN 50 GRS,pz,128.0,76.8
TORNEL-014,ANTOPLEX GALLO 90 CAPSULAS,pz,447.0,268.2
TORNEL-016,BUTAFENIL COMP 100 ML,pz,429.0,257.4
TORNEL-017,SUPER FLUMI STREP 6 MILL,pz,447.0,268.2
TORNEL-019,ANTOPLEX 50 ML,pz,380.0,228.0
TORNEL-020,AVIPEN 10 ML,pz,133.0,79.8
TORNEL-021,BUTAFENIL 100 ML,pz,380.0,228.0
TORNEL-022,COMPLEJO B SUPER 20 ML,pz,241.0,144.6
TORNEL-023,SUPER FLUMI STREP 1 MILL,pz,239.0,143.4
TORNEL-024,SUPER FLUMI STREP 2 MILL,pz,294.0,176.4
TORNEL-025,METAFLUSOL 50 ML,pz,835.0,501.0
TORNEL-027,EQUIGAN 50 ML,pz,2318.0,1390.8
TORNEL-033,VITAMINA B12 3000 100 ML,pz,1060.0,636.0
TORNEL-034,TOP B15+3 30 ML,pz,1199.0,
TORNEL-036,SUPER PERFORMANCE L 100 ML,pz,1175.0,705.0
TORNEL-039,PANGAMINE 250 VIT B-15 30 ML,pz,365.0,219.0
TORNEL-040,K-TON 12 100 ML,pz,785.0,471.0
TORNEL-041,KORYN TRIPLE 100 GR.,pz,370.0,222.0
TORNEL-042,BUTAFENIL 3 GR,pz,42.0,25.2
TORNEL-043,ENDOSEPTINE 50 ML,pz,217.0,130.2
TORNEL-044,COMPLEJO B SUPER 10 ML,pz,144.0,86.4
TORNEL-045,XANTROPINA 5 X 5 ML,pz,473.0,283.8
TORNEL-048,CA AMINOPLEX INY 250 ML,pz,308.0,184.8
TORNEL-049,CA AMINOPLEX INY 500 ML,pz,459.0,275.4
TORNEL-050,AVIPEN 20 ML,pz,188.0,112.8
TORNEL-051,VITAMINA B12 3000 30 ML,pz,515.0,309.0
TORNEL-052,BUTAFENIL COMPUESTO 50 ML,pz,268.0,160.8
TORNEL-053,GENTOMICYN SUPER 100 ML,pz,860.0,516.0
TORNEL-054,ANTI-STAMIN 30 ML,pz,240.0,144.0
TORNEL-055,ANTI-STAMIN 100 ML,pz,581.0,348.6
TORNEL-059,SUPER PERFORMANCE L 50 ML,pz,745.0,447.0
TORNEL-062,L-ETICINA 100ML,pz,290.0,174.0
TORNEL-068,BLUTAN 100 ML,pz,218.0,130.8
TORNEL-071,SARNA SANA 100 ML,pz,194.0,
TORNEL-072,METAFLUSOL 30ML,pz,453.0,271.8
TORNEL-078,SURE SHOT GALLOS 20 TAB.,pz,530.0,318.0
TORNEL-085,UROLIX 10 ML,pz,303.0,181.8
